FullName,Type,Country
Presumido Carménère Casa Bauzá,Rött vin,Chile
Pouilly-Fuissé Tête de Cru Les Clos,Vitt vin,Frankrike
DON Malbec,Rött vin,Argentina
Bourgogne Chardonnay Les Grandes Gouttes,Vitt vin,Frankrike
Catena San Carlos Cabernet Franc,Rött vin,Argentina
Catena Tupungato Chardonnay,Vitt vin,Argentina
Tito Zuccardi,Rött vin,Argentina
Susana Balbo Signature Malbec,Rött vin,Argentina
Château Sixtine Châteauneuf-du-Pâpe,Rött vin,Frankrike
Finca Villazán,Rött vin,Spanien
Gustavshof Zero S,Rött vin,Tyskland
Gustavshof Jomax,Rött vin,Tyskland
August Eser My Way Désirée Eser Riesling Trocken,Vitt vin,Tyskland
Langhe Nebbiolo La Spinetta,Rött vin,Italien
Barone Montalto Nero d'Avola Passivento,Rött vin,Italien
Crozes-Hermitage Les Meysonniers,Rött vin,Frankrike
Jean Milan Grande Reserve Grand Cru Blanc de Blancs Brut,Mousserande vin,Frankrike
Samuel Adams BRC Stoney Brook Red,Öl,USA
Samuel Adams New World,Öl,USA
August Eser Mittelheim St. Nikolaus Spätburgunder Trocken,Rött vin,Tyskland
Chinchilla Roble Tintilla de Rota Tempranillo,Rött vin,Spanien
Barolo Pio Cesare,Rött vin,Italien
Château La Freynelle Bordeaux Rouge,Rött vin,Frankrike
Majuelo del Chivitero La Seca,Vitt vin,Spanien
Cantayano Isaac Cantalapiedra,Rött vin,Spanien
Château Cantenac-Brown,Rött vin,Frankrike
Coteaux Bourguignons Chardonnay,Vitt vin,Frankrike
Künstler Riesling Trocken,Vitt vin,Tyskland
Brennfleck Silvaner Kabinett Trocken,Vitt vin,Tyskland
A Christmann Spätburgunder,Rött vin,Tyskland
Canto Perlic Prestige,Rött vin,Frankrike
Pernone Rosso Cuvée Lovat,Rött vin,Italien
Pernone Rosso Merlot,Rött vin,Italien
The Wanted Zin Zinfandel Old Vines,Rött vin,Italien
Pernone Rubino Cabernet Sauvignon,Rött vin,Italien
Pernone Rosso Rebo,Rött vin,Italien
Cinque Stelle Ca' del Pipa Amarone della Valpolicella Classico,Rött vin,Italien
Neuburger Alte Reben Halbtrocken,Vitt vin,Österrike
Landauer Gertberg Grüner Veltliner Trocken,Vitt vin,Österrike
Domaine de la Tour du Bon Rött,Rött vin,Frankrike
Domaine de la Tour du Bon St Ferrèol Rött,Rött vin,Frankrike
Chimay Grande Réserve,Öl,Belgien
Château le Puy,Rött vin,Frankrike
Tom Grüner Veltliner,Vitt vin,Österrike
Vranac Barrique,Rött vin,Montenegro
Sulco,Rött vin,Italien
Do 12 Uve,Rött vin,Italien
Brunello di Montalcino Il Paradiso di Frassina,Rött vin,Italien
Serraglio Vino Nobile di Montepulciano,Rött vin,Italien
Oppigårds Thurbo Double IPA,Öl,Sverige
Magon,Rött vin,Tunisien
Matinone Primitivo,Rött vin,Italien
Il Brigante Merlot,Rött vin,Italien
Roncovecchio Merlot,Rött vin,Italien
Protos Roble,Rött vin,Spanien
Le Borre Cabernet Sauvignon,Rött vin,Italien
Nozzole Chianti Classico,Rött vin,Italien
Navardia Reserva,Rött vin,Spanien
Brumo Nebbiolo d'Alba,Rött vin,Italien
Finca Resalso Emilio Moro,Rött vin,Spanien
Lynx Barrel fermented Chardonnay,Vitt vin,USA
Pertois-Lebrun Grand Cru Blanc De Blancs A Cramant Extra Brut,Mousserande vin,Frankrike
Chianti Classico Annata,Rött vin,Italien
J-M Sélèque Solessence Brut Rosé,Mousserande vin,Frankrike
J-M Sélèque Les Solistes,Mousserande vin,Frankrike
Ballechin 10 Years,Whisky,Storbritannien
Vom Löss Riesling Trocken,Vitt vin,Tyskland
Puligny-Montrachet Le Trézin Jean-Claude Boisset,Vitt vin,Frankrike
Jean-Claude Boisset Mâcon-Igé Château London,Vitt vin,Frankrike
Jean-Claude Boisset Bourgogne Hautes-Côtes de Nuits Dames Huguettes,Rött vin,Frankrike
Jean-Claude Boisset Clos de la Roche Grand Cru,Rött vin,Frankrike
Jean-Claude Boisset Chambolle-Musigny Premier Cru Les Charmes,Rött vin,Frankrike
Gevrey-Chambertin Jean-Claude Boisset,Rött vin,Frankrike
Chablis Premier Cru Montmains J Moreau & Fils,Vitt vin,Frankrike
Chablis Grand Cru Valmur J Moreau & Fils,Vitt vin,Frankrike
Marques de Alcantara Verdejo,Vitt vin,Spanien
Villa Simone Frascati,Vitt vin,Italien
Résonance Pinot Noir,Rött vin,USA
Harpoon IPA,Öl,USA
Abita Purple Haze Raspberry Lager,Öl,USA
Harpoon Take Five Session IPA,Öl,USA
Governo la Bestia,Rött vin,Italien
Ciacci Piccolomini d'Aragona,Rött vin,Italien
Mas Fí Cava Brut,Mousserande vin,Spanien
Castaroto,Rött vin,Italien
Imprint of Mark Shannon Zinfandel Appassito,Rött vin,Italien
Opale Brut,Mousserande vin,Italien
Xènius Brut Selección,Mousserande vin,Spanien
Lessini Durello Spumante,Mousserande vin,Italien
Hatt et Söner Grande Cuvée Premier Cru Brut Rosé,Mousserande vin,Frankrike
Operakällaren Premier Cru Blanc des Blancs Brut,Mousserande vin,Frankrike
Kanonkop Cabernet Sauvignon,Rött vin,Sydafrika
Didier Herbert Cuvée Platinium Premier Cru Brut,Mousserande vin,Frankrike
Manuel de Cabanyes Reserva,Mousserande vin,Spanien
Bjäre Pils,Öl,Sverige
Agustí Torelló Mata Cava Reserva Brut,Mousserande vin,Spanien
Karia Chardonnay,Vitt vin,USA
Naveran Brutissime Cava Brut,Mousserande vin,Spanien
Crémant de Bourgogne Brut,Mousserande vin,Frankrike
Puerta Palma Cava Brut,Mousserande vin,Spanien
Prosecco Veneto Villa Teresa,Mousserande vin,Italien
Assolo Sangiovese,Rött vin,Italien
Solatus Cispiano,Rött vin,Italien
Domaine Bernhard & Reibel Hahnenberg Pinot Gris,Vitt vin,Frankrike
Gigondas Dentellis,Rött vin,Frankrike
Santa Tresa Cerasuolo di Vittoria Classico,Rött vin,Italien
Vautrain-Paulet Premier Cru Brut Rosé,Mousserande vin,Frankrike
Farina Ripasso,Rött vin,Italien
Farina Amarone della Valpolicella Classico,Rött vin,Italien
Birra Italia 1906,Öl,Italien
Sancerre La Reine Blanche,Vitt vin,Frankrike
Abadía la Arroyada Roble,Rött vin,Spanien
Ugly Duck Amarillo & Citra IPA,Öl,Danmark
Lervig Hoppy Joe Red Ale,Öl,Norge
Redhook ESB,Öl,USA
Eikendal Charisma,Rött vin,Sydafrika
P.Lex Prosecco Brut,Mousserande vin,Italien
Kona Fire Rock Pale Ale,Öl,USA
Redhook Long Hammer IPA,Öl,USA
Kriek Mariage Parfait,Öl,Belgien
Munia Crianza,Rött vin,Spanien
Els Igols,Rött vin,Spanien
Bestheim Gewürztraminer Réserve,Vitt vin,Frankrike
Venturini Amarone della Valpolicella Classico,Rött vin,Italien
Foppiano Pinot Noir,Rött vin,USA
Beauvignac Chardonnay,Vitt vin,Frankrike
Alfa Crux,Rött vin,Argentina
Grifola,Rött vin,Italien
Landauer Pinot Noir Schafgrube,Rött vin,Österrike
Podere72 Rosso Piceno Superiore,Rött vin,Italien
Zweigelt Schafgrube,Rött vin,Österrike
Cepa 21,Rött vin,Spanien
Boekenhoutskloof Syrah,Rött vin,Sydafrika
Domaine Cauhapé Sève d'Automne,Vitt vin,Frankrike
Barza Brut Rosé,Mousserande vin,Spanien
Piancarda Rosso Conero,Rött vin,Italien
Red Esc Red Blend,Rött vin,Sydafrika
Gê,Rött vin,Chile
Coyam,Rött vin,Chile
Colle dei Tigli Bianco,Vitt vin,Italien
Von Winning Riesling,Vitt vin,Tyskland
Von Winning Win Win Riesling Trocken,Vitt vin,Tyskland
Von Winning Ruppertsberger Reiterpfad Riesling Trocken,Vitt vin,Tyskland
Von Winning Deidesheimer Paradiesgarten Riesling Trocken,Vitt vin,Tyskland
Von Winning Forster Ungeheuer Riesling Trocken,Vitt vin,Tyskland
Von Winning Deidesheimer Langenmorgen Riesling Trocken Grosses Gewächs,Vitt vin,Tyskland
Von Winning Forster Kirchenstück Riesling Trocken Grosses Gewächs,Vitt vin,Tyskland
50° Riesling Réserve Trocken,Vitt vin,Tyskland
Leffe Blonde,Öl,Belgien
Vylyan Pinot Noir,Rött vin,Ungern
Amore Passo,Rött vin,Italien
Kross Golden Pale Ale,Öl,Chile
Tooheys Extra Dry,Öl,Australien
Château la Genestière Cuvée Raphaël,Rött vin,Frankrike
Château d'Aqueria,Rött vin,Frankrike
Bourgogne Hautes-Côtes de Nuits Les Millottes Daniel Rion & Fils,Vitt vin,Frankrike
Abellars,Rött vin,Spanien
Vieux Magon,Rött vin,Tunisien
Mas Las Cabes Rouge,Rött vin,Frankrike
Navajas Gran Reserva,Rött vin,Spanien
Cuvee des Galets,Rött vin,Frankrike
Vve Fourny & Fils Premier Cru Vertus Brut Nature Blanc de Blancs,Mousserande vin,Frankrike
Ruppertsberger Nussbien Riesling Kabinett,Vitt vin,Tyskland
Enate Chardonnay 234,Vitt vin,Spanien
Nicolis Seccal Ripasso Valpolicella Classico Superiore,Rött vin,Italien
Langhe Nebbiolo Josetta Saffirio,Rött vin,Italien
Salco Evoluzione,Rött vin,Italien
Barolo Costa di Bussia,Rött vin,Italien
Bassus Pinot Noir,Rött vin,Spanien
Semonte Alto Ripasso,Rött vin,Italien
Protos Crianza,Rött vin,Spanien
Allende,Rött vin,Spanien
San Raffaele Monte Tabor Valpolicella,Rött vin,Italien
Rouge Carmin,Rött vin,Frankrike
Bourgogne Côte Chalonnaise Pinot Noir,Rött vin,Frankrike
Château de Brau Cuvée Exquise,Rött vin,Frankrike
Munia Roble,Rött vin,Spanien
Colle Bereto Chianti Classico,Rött vin,Italien
Chassagne-Montrachet Premier Cru Les Caillerets Domaine Guy Amiot et Fils,Vitt vin,Frankrike
Barolo Tortoniano Michele Chiarlo,Rött vin,Italien
Schloss Johannisberger Rotlack Riesling Kabinett Trocken,Vitt vin,Tyskland
Schloss Johannisberg Gelblack Riesling Trocken,Vitt vin,Tyskland
Sandahl Magic Rain Rajnai Rizling,Vitt vin,Ungern
Mackinlay's Rare Old Highland Malt,Whisky,Storbritannien
Bunnahabhain 33 Years,Whisky,Storbritannien
Bourgogne Passetoutgrain Gamay Pinot Noir,Rött vin,Frankrike
Amundsen Ink & Dagger Modern Day IPA,Öl,Norge
OM 500,Rött vin,Spanien
Na Fiola Can Majoral,Rött vin,Spanien
Amundsen Everyday Session IPA,Öl,Norge
Amrut Double Cask 3rd Edition,Whisky,Indien
Jacques Picard Brut,Mousserande vin,Frankrike
Vouvray Brut,Mousserande vin,Frankrike
Vouvray Clos de Rougemont,Vitt vin,Frankrike
Carlskrona Pilsner,Öl,Sverige
Poppels Bryggeri American Pale Ale,Öl,Sverige
Poppels Bryggeri Modern Lager,Öl,Sverige
Kallholmen Levande Dubbel IPA,Öl,Sverige
Schlumberger Rosé Secco,Mousserande vin,Österrike
Estancia Pinot Noir,Rött vin,USA
Ravenswood Vintners Blend Chardonnay,Vitt vin,USA
La Motte Pierneef Collection Syrah Viognier,Rött vin,Sydafrika
Morberg Premium Lager,Öl,Tyskland
Monkey Shoulder,Whisky,Storbritannien
Château Tour Seran,Rött vin,Frankrike
Bussola TB Amarone della Valpolicella Classico,Rött vin,Italien
Santa Rita 120 Sauvignon Blanc,Vitt vin,Chile
Graham Beck Brut Rosé,Mousserande vin,Sydafrika
Mosstowie Rare Old,Whisky,Storbritannien
Glenlochy Rare Old,Whisky,Storbritannien
Clape Saint-Péray,Vitt vin,Frankrike
Brekeriet Transient Bridgman Camper,Öl,Sverige
Stigbergets New & Improved!,Öl,Sverige
Nacka Julöl,Öl,Sverige
Bourgogne Chardonnay Joseph Faiveley,Vitt vin,Frankrike
Bourgogne Pinot Noir Joseph Faiveley,Rött vin,Frankrike
Ryentorps Imperial Stout,Öl,Sverige
Café con Leche Cigar City,Öl,USA
Domaine Amido Lirac,Rött vin,Frankrike
Dugges Big Idjit,Öl,Sverige
Geoff Merrill Reserve Cabernet Sauvignon,Rött vin,Australien
Château Les Mesclances Mesclances St Honorat Blanc,Vitt vin,Frankrike
Cuna,Rött vin,Italien
Lindeman's Bin 30 Sparkling Rosé,Mousserande vin,Australien
Primavera Chardonnay,Vitt vin,Australien
Zuccardi Brazos de los Andes Chardonnay,Vitt vin,Argentina
La Boca Malbec,Rött vin,Argentina
Piedra Negra Alta Colección Malbec Cabernet Sauvignon,Rött vin,Argentina
Highland Park Full Volume Vintage,Whisky,Storbritannien
Josetta Saffirio Special,Rött vin,Varierande ursprung
Mureda Blanco Ecologico,Vitt vin,Spanien
Barbera d'Asti Superiore Sichei,Rött vin,Italien
Guy Charbaut Memory Blanc des Blancs Brut Premier Cru Brut,Mousserande vin,Frankrike
Guy Charbaut Millésime Premier Cru Brut,Mousserande vin,Frankrike
Bordeaux 2016 Guld,Rött vin,Frankrike
Solers Le Bocce,Rött vin,Italien
Côtes du Rhône Grande Réserve,Rött vin,Frankrike
Côtes du Rhône Premier Terroir,Rött vin,Frankrike
Ziggurat Montefalco Rosso,Rött vin,Italien
Rubesco Lungarotti,Rött vin,Italien
Ma2 Elixir Distillers,Whisky,Storbritannien
Br7 Elixir Distillers,Whisky,Storbritannien
Reschke Pinot Noir,Rött vin,Australien
Bw7 Elixir Distillers,Whisky,Storbritannien
Montirius Vacqueyras Garrigues,Rött vin,Frankrike
Montirius Vacqueyras les Clos,Rött vin,Frankrike
Lp8 Elixir Distillers,Whisky,Storbritannien
Chateau Simard,Rött vin,Frankrike
Château Phélan-Ségur,Rött vin,Frankrike
Clos Floridène Graves Blanc,Vitt vin,Frankrike
Domaine Lafond Roc-Epine Lirac,Rött vin,Frankrike
Auntsfield Heritage Pinot Noir,Rött vin,Nya Zeeland
Auntsfield Single Vineyard Pinot Noir,Rött vin,Nya Zeeland
Barbera d'Asti Terre S.R.L.,Rött vin,Italien
Paul Goerg Premier Cru Brut,Mousserande vin,Frankrike
Puligny-Montrachet Les Combettes Premier Cru,Vitt vin,Frankrike
Mazis-Chambertin Grand Cru,Rött vin,Frankrike
Colomé Torrontés,Vitt vin,Argentina
David & Nadia Pinotage,Rött vin,Sydafrika
Hakushu 12 Years Old,Whisky,Japan
Hibiki Harmony,Whisky,Japan
Yamazaki 12 Years Old,Whisky,Japan
Weemala Pinot Noir Logan,Rött vin,Australien
Mother´s Ruin Cabernet Sauvignon,Rött vin,Australien
Châteauneuf-du-Pape Château Beauchene Grande Réserve,Rött vin,Frankrike
Adarmando,Vitt vin,Italien
Boccatone,Rött vin,Italien
Montefalco Sagrantino Campo alla Cerqua,Rött vin,Italien
Montefalco Sagrantino Colle alle Macchie,Rött vin,Italien
Côtes du Rhône Villages Les Charmes,Rött vin,Frankrike
Hyde No5 Burgundy Finish,Whisky,Irland
Hyde No6 Presidents Reserve,Whisky,Irland
Stratmill Adelphi 31 Years,Whisky,Storbritannien
Cara Nord Negre,Rött vin,Spanien
Cara Nord Blanco,Vitt vin,Spanien
Cara Nord Garrut,Rött vin,Spanien
Nett Avantgarde Spätburgunder Hölle,Rött vin,Tyskland
Chianti Classico VIlla di Geggiano,Rött vin,Italien
Knob Creek Rye,Whisky,USA
Laphroaig 27 YO,Whisky,Storbritannien
Carrick Unravelled Pinot Noir,Rött vin,Nya Zeeland
Basil Hayden's,Whisky,USA
The Glenlivet XXV,Whisky,Storbritannien
Deutz Blanc de Blancs,Mousserande vin,Frankrike
Zacm'Orange Causse Marines,Vitt vin,Frankrike
Château d'Arlay Pinot Noir,Rött vin,Frankrike
Château d'Arlay Blanc Tradition,Vitt vin,Frankrike
Santenay Les Gravières Rouge Premier Cru,Rött vin,Frankrike
Guímaro Finca Meixeman,Rött vin,Spanien
Leitz Berg Kaisersteinfels Riesling Terrassen,Vitt vin,Tyskland
Weingut Leitz Berg Schlossberg Riesling Ehrenfels,Vitt vin,Tyskland
Wooing Tree Blondie,Vitt vin,Nya Zeeland
La Dama Domaines Lupier,Rött vin,Spanien
El Terroir Domaines Lupier,Rött vin,Spanien
Fair Exchange Cabernet Sauvignon Cabernet Franc Shiraz,Rött vin,Sydafrika
Chambolle-Musigny Joseph Faiveley,Rött vin,Frankrike
Mercurey Premier Cru Clos des Roy Domaine Faiveley,Rött vin,Frankrike
Hahn Chardonnay,Vitt vin,USA
El Puntido,Rött vin,Spanien
AMA Chianti Classico,Rött vin,Italien
Gardo & Morris Organic Sauvignon Blanc,Vitt vin,Nya Zeeland
Svensk Rök,Whisky,Sverige
Kleine Zalze Vineyard Selection Cabernet Sauvignon Barrel Matured,Rött vin,Sydafrika
Glenfarclas 17 years,Whisky,Storbritannien
Colorado Straight Bourbon,Whisky,USA
Highland Park Ambassador's Choice 10 years,Whisky,Storbritannien
Jacques Picard Brut Rosé,Mousserande vin,Frankrike
Château Fourcas Hosten,Rött vin,Frankrike
Mosnel Fontecolo Curtefranca Rosso,Rött vin,Italien
Casa Valduga Leopoldina Chardonnay,Vitt vin,Brasilien
Casa Valduga Brut 130,Mousserande vin,Brasilien
Tahbilk The Tower Shiraz,Rött vin,Australien
CBC Classic Lager,Öl,Sydafrika
Jean Biecher Rosacker Grand Cru Riesling,Vitt vin,Frankrike
Pinot Gris Réserve,Vitt vin,Frankrike
Caravan Durif,Rött vin,Australien
Catapult Shiraz,Rött vin,Australien
Rodney Strong Chardonnay,Vitt vin,USA
Byaregårdens Lager,Öl,Sverige
Corton Grand Cru Clos des Cortons Faiveley,Rött vin,Frankrike
Notre Dame de Cousignac Ventoux,Rött vin,Frankrike
South Plains IPA,Öl,Sverige
Héritages Côtes du Rhône Blanc Ogier,Vitt vin,Frankrike
La Vespa,Rött vin,Italien
Siro Fifty,Rött vin,Italien
Castelforte Pinot Grigio,Vitt vin,Italien
Wild Turkey 101 Proof,Whisky,USA
Stift Kloster Neuburg Weissburgunder,Vitt vin,Österrike
Poppels Bryggeri Belgisk Wit,Öl,Sverige
Stift Kloster Neuburg Zierfandler Rotgipfler,Vitt vin,Österrike
Stift Kloster Neuburg Escorial,Rött vin,Österrike
No 1 Höganäs Lager,Öl,Sverige
Höganäs American Pale Ale,Öl,Sverige
Tullibardine 20 Years,Whisky,Storbritannien
Auzells,Vitt vin,Spanien
Tullibardine 500 Sherry Finish,Whisky,Storbritannien
Côtes-du-Rhône,Rött vin,Frankrike
Tullibardine 225 Sauternes Finish,Whisky,Storbritannien
Cono Sur Cosecha Noble Late Riesling,Vitt vin,Chile
Tullibardine 228 Burgundy Finish,Whisky,Storbritannien
Tullibardine Sovereign,Whisky,Storbritannien
Château Greysac,Rött vin,Frankrike
Barbazul,Rött vin,Spanien
Lâforet Bourgogne Chardonnay,Vitt vin,Frankrike
Beaune Clos du Roi Premier Cru,Rött vin,Frankrike
Domaine Dehours Les Vignes de la Vallée Brut,Mousserande vin,Frankrike
Chorey-lès-Beaune Pièce du Chapitre,Rött vin,Frankrike
Sereole Soave,Vitt vin,Italien
Secco-Bertani Vintage Edition,Rött vin,Italien
Bertani Amarone Valpantena,Rött vin,Italien
Chablis Séguinot-Bordet,Vitt vin,Frankrike
Sartori L'Appassito,Rött vin,Italien
Casa Vinironia Amarone Della Valpolicella Classico,Rött vin,Italien
Crocodile Creek Chardonnay,Vitt vin,Australien
Crocodile Creek Shiraz Cabernet Sauvignon,Rött vin,Australien
Two Colors,Vitt vin,Tyskland
Chablis Les Vieilles Vignes Pascal Bouchard,Vitt vin,Frankrike
Roggio del Filare,Rött vin,Italien
Sciamagna,Rött vin,Italien
Angel of Africa Red,Rött vin,Sydafrika
KISS Monster Cabernet Sauvignon,Rött vin,USA
Chateau Montelena Chardonnay,Vitt vin,USA
Chateau Montelena Cabernet Sauvignon,Rött vin,USA
Glenrothes 14 Years,Whisky,Storbritannien
La Maga,Rött vin,Italien
Budweiser,Öl,Internationellt märke
Vylyan Red Legend,Rött vin,Ungern
Glen Grant 20 Years,Whisky,Storbritannien
Ledaig 7 Years,Whisky,Storbritannien
El Quintanal Tempranillo,Rött vin,Spanien
Cillar D Silos,Rött vin,Spanien
Popova Kula Vranec Reserve,Rött vin,Republiken Makedonien
Popova Kula Temjanika,Vitt vin,Republiken Makedonien
Les Griffons de Pichon Baron,Rött vin,Frankrike
Kloster Eberbach Berg Roseneck Riesling Beerenauslese,Vitt vin,Tyskland
Gevrey-Chambertin Clos Prieur Frédéric Esmonin,Rött vin,Frankrike
l'Esprit de Chevalier Blanc,Vitt vin,Frankrike
Gigondas Tradition Le Grand Montmirail Domaine Brusset,Rött vin,Frankrike
Scattered Earth Shiraz Grenache Noir Mourvèdre,Rött vin,Sydafrika
Wither Hills Taylor River Pinot Noir,Rött vin,Nya Zeeland
Santenay Premier Cru Les Gravières,Vitt vin,Frankrike
Chianti Classico Riserva Villa di Geggiano,Rött vin,Italien
Vinã Tondonia Tinto Grand Reserva,Rött vin,Spanien
Envite Tempranillo,Rött vin,Spanien
3 De Olano,Rött vin,Spanien
Mauleón Reserva,Rött vin,Spanien
Olanum,Rött vin,Spanien
Chianti La Ginestra,Rött vin,Italien
Barbera d'Asti Superiore Enzo Bartoli,Rött vin,Italien
AJ Adam im Pferrgarten Riesling Feinherb,Vitt vin,Tyskland
AJ Adam Drohner Riesling Trocken,Vitt vin,Tyskland
AJ Adam Hofberg Riesling Trocken,Vitt vin,Tyskland
AJ Adam Hofberg Riesling Spätlese,Vitt vin,Tyskland
AJ Adam Hofberg Riesling Kabinett,Vitt vin,Tyskland
Klackabacken Julöl,Öl,Sverige
Klackabacken Holiday,Öl,Sverige
Crozes Hermitage Domaine des Lises,Rött vin,Frankrike
Sentio Aurea Cuvee Rosé Extra dry,Mousserande vin,Italien
Sentio Prosecco Brut,Mousserande vin,Italien
The Grand Zin Signature Blend Organic,Rött vin,USA
Nerina Etna Bianco,Vitt vin,Italien
Leitz Eins Zwei Not Dry Riesling,Vitt vin,Tyskland
Châteauneuf-du-Pâpe Château Fortia Tradition,Rött vin,Frankrike
Châteauneuf-du-Pâpe Château-Fortia Blanc,Vitt vin,Frankrike
La Milana Coster de l'Ordal,Rött vin,Spanien
Corte Fiore Prosecco Extra Dry,Mousserande vin,Italien
Chardonnay Lamblin & Fils,Vitt vin,Frankrike
Comte de Valois Blanc de Blancs,Vitt vin,Frankrike
Comte de Valois Rouge de Noirs,Rött vin,Frankrike
Chablis Barrel Fermented Lamblin & Fils,Vitt vin,Frankrike
Pinot Noir Saveurs d`Hiver Lamblin & Fils,Rött vin,Frankrike
Bourgogne Pinot Noir Lamblin & Fils,Rött vin,Frankrike
Paranoia,Rött vin,Tyskland
Envite Blanco,Vitt vin,Spanien
AJ Adam Riesling Trocken,Vitt vin,Tyskland
Grüner Veltliner Pratsch,Vitt vin,Österrike
Gutevin Ädel,Vitt vin,Sverige
Klackabacken India Pale Ale,Öl,Sverige
Klackabacken Original,Öl,Sverige
Sleepy Bulldog Summer Pale Ale,Öl,Sverige
Ernst Kirchsteigers Utvalda Från Toscana,Rött vin,Italien
Fuller's London Pride,Öl,Storbritannien
Chablis Cuvée Léonce Bocquet,Vitt vin,Frankrike
Eskilstuna Ölkultur Dubbel IPA,Öl,Sverige
Moscato d'Asti Gianni Doglia,Vitt vin,Italien
Beaujolais Nouveau Les grand Chais de France,Rött vin,Frankrike
Skepparps Grand Prix Mousserande,Mousserande vin,Sverige
Golden Ticket Poppels / All In Brewing / J. Wakefield,Öl,Sverige
Herb and Lime Salsa Bunnahabhain,Whisky,Storbritannien
Bunnahabhain The Viceroy's Elixir,Whisky,Storbritannien
Forest Fresh Glen Keith,Whisky,Storbritannien
Carpaccio Salsa Verde Caol Ila,Whisky,Storbritannien
Trawlermans Satchel Croftenga,Whisky,Storbritannien
Craigellachie Stewed Fruit Relish,Whisky,Storbritannien
Lo Sparviere Franciacorta Brut,Mousserande vin,Italien
Blair Athol Apple Blossom,Whisky,Storbritannien
Benrinnes A Liquorice Potion,Whisky,Storbritannien
Treacle Chest Blended Malt Scotch Whisky,Whisky,Storbritannien
Vanilla Burst Blended Malt Scotch Whisky Bourbon Barrel,Whisky,Storbritannien
Princess Torte North British,Whisky,Storbritannien
Mev. Kirsten,Vitt vin,Sydafrika
Columella,Rött vin,Sydafrika
Castello di Radda Chianti Classico,Rött vin,Italien
La Regia Specula,Rött vin,Italien
Pecorino Terre di Chieti,Vitt vin,Italien
Colline Termane Riserva,Rött vin,Italien
Lo Sparviere Franciacorta Extra Brut,Mousserande vin,Italien
Lo Sparviere Franciacorta Satèn Brut,Mousserande vin,Italien
Megale Negroamaro,Rött vin,Italien
Cantos de Valpiedra,Rött vin,Spanien
